descriptions,General,User,javot
,General,DateTime,7/17/2026 10:46:33 AM
,General,Origin,"Software revision: outputs_asymmetricspring.sdf, outputs_asymmetricspring.rta\nVariable description: outputs_asymmetricspring.sdf\n    Platform / Device: Platform [DS1202 MicroLabBox, assigned to 'ds1202']\nControlDesk version: 7.5"
,General,Description,
,Recording,StartCondition,None (Immediate Recording)
,Recording,StopCondition,None
,Measurement,XAxisOffset,0
,Measurement,Length,20.59755245
,Measurement,StartTimestamp,0.6750186704
,Measurement,StopTimestamp,21.27257112
,MDF,Department,
,MDF,Project,
,MDF,MeasurementObject,

trace_size,20598
trace_types,4,4,4,4,4
trace_names,,Out1,Out1,Out1,Out1
trace_units,,,,,
devices,Platform,Platform,Platform,Platform,Platform
raster,HostService,HostService,HostService,HostService,HostService
description,,,,,
displayidentifier,,,,,
path,,Model Root/Divide,Model Root/Subsystem2/curr2torque,Model Root/Subsystem2/Shift,Model Root/Subsystem2/Shift1
flags,,0,0,0,0
min,,-Infinity,-Infinity,-Infinity,-Infinity
max,,Infinity,Infinity,Infinity,Infinity
minWeak,,-Infinity,-Infinity,-Infinity,-Infinity
maxWeak,,Infinity,Infinity,Infinity,Infinity
,17.576471635559081,265.5010986328125,0,0,0
,17.577472382299803,265.5010986328125,0,0,0
,17.578472329016112,265.5010986328125,0,0,0
,17.579472475744627,265.5010986328125,0,0,0
,17.580472422460936,265.5010986328125,0,0,0
,17.581471729162597,265.5010986328125,0,0,0
,17.582471875891112,265.5010986328125,0,0,0
,17.583471902612303,265.5010986328125,0,0,0
,17.584472009338377,265.5010986328125,0,0,0
,17.585472556066893,265.5010986328125,0,0,0
,17.586471822766111,265.5010986328125,0,0,0
,17.587471889489745,265.5010986328125,0,0,0
,17.588472156225585,265.5010986328125,0,0,0
,17.589472702954101,265.5010986328125,0,0,0
,17.59047268967285,265.5010986328125,0,0,0
,17.591472356384276,265.5010986328125,0,0,0
,17.592472143103027,265.5010986328125,0,0,0
,17.593472729846191,265.5010986328125,0,0,0
,17.594472076538086,265.5010986328125,0,0,0
,17.595472903283692,265.5010986328125,0,0,0
,17.59647220998535,265.5010986328125,0,0,0
,17.597472956726072,265.5010986328125,0,0,0
,17.598472863452148,265.5010986328125,0,0,0
,17.599472930175779,265.5010986328125,0,0,0
,17.600472316870118,265.5010986328125,0,0,0
,17.601472383593748,265.5010986328125,0,0,0
,17.602472370312498,265.5010986328125,0,0,0
,17.603472437036132,265.5010986328125,0,0,0
,17.604472943774415,265.5010986328125,0,0,0
,17.605472450476075,265.5010986328125,0,0,0
,17.606472477197265,265.5010986328125,0,0,0
,17.60747266392822,265.5010986328125,0,0,0
,17.608473250659181,265.5010986328125,0,0,0
,17.609472477368165,265.5010986328125,0,0,0
,17.610472544091795,265.5010986328125,0,0,0
,17.611473290832517,265.5010986328125,0,0,0
,17.61247327755127,265.5010986328125,0,0,0
,17.613472704248046,265.5010986328125,0,0,0
,17.614472730969236,265.5010986328125,0,0,0
,17.615473397717285,265.5010986328125,0,0,0
,17.616472784423827,265.5010986328125,0,0,0
,17.617473371154784,265.5010986328125,0,0,0
,17.618473477880858,265.5010986328125,0,0,0
,17.619472944580078,265.5010986328125,0,0,0
,17.620472931298828,265.5010986328125,0,0,0
,17.621473518041991,265.5010986328125,0,0,0
,17.622473464758301,265.5010986328125,0,0,0
,17.623473531481931,265.5010986328125,0,0,0
,17.624472878186033,265.5010986328125,0,0,0
,17.625473424926756,265.5010986328125,0,0,0
,17.62647373165283,265.5010986328125,0,0,0
,17.627472958349607,265.5010986328125,0,0,0
,17.628473145080566,265.5010986328125,0,0,0
,17.629473811816407,265.5010986328125,0,0,0
,17.630473758532712,265.5010986328125,0,0,0
,17.631473745251466,265.5010986328125,0,0,0
,17.632473131958008,265.5010986328125,0,0,0
,17.63347387869873,265.5010986328125,0,0,0
,17.634473665417481,265.5010986328125,0,0,0
,17.635473132116697,265.5010986328125,0,0,0
,17.636473158837891,265.5010986328125,0,0,0
,17.637473985583494,265.5010986328125,0,0,0
,17.638473972302247,265.5010986328125,0,0,0
,17.639473279003905,265.5010986328125,0,0,0
,17.64047338572998,265.5010986328125,0,0,0
,17.641474132470702,265.5010986328125,0,0,0
,17.642474079187011,265.5010986328125,0,0,0
,17.643473425891113,265.5010986328125,0,0,0
,17.644473452612303,265.5010986328125,0,0,0
,17.645474159350584,265.5010986328125,0,0,0
,17.646473506054686,265.5010986328125,0,0,0
,17.647473652783201,265.5010986328125,0,0,0
,17.648473639501951,265.5010986328125,0,0,0
,17.649474266235352,265.5010986328125,0,0,0
,17.650473652941894,265.5010986328125,0,0,0
,17.651474359680176,265.5010986328125,0,0,0
,17.652473746386718,265.5010986328125,0,0,0
,17.653474413122559,265.5010986328125,0,0,0
,17.654474439843749,265.5010986328125,0,0,0
,17.655473826550292,265.5010986328125,0,0,0
,17.656473853271482,265.5010986328125,0,0,0
,17.657474440014649,265.5010986328125,0,0,0
,17.658473786718748,265.5010986328125,0,0,0
,17.659474453454589,265.5010986328125,0,0,0
,17.660473880163572,265.5010986328125,0,0,0
,17.661474666894531,265.5010986328125,0,0,0
,17.662474653625488,265.5010986328125,0,0,0
,17.663474600341797,265.5010986328125,0,0,0
,17.66447402705078,265.5010986328125,0,0,0
,17.665474733789061,265.5010986328125,0,0,0
,17.666474160485841,265.5010986328125,0,0,0
,17.667474827233885,265.5010986328125,0,0,0
,17.668474853955079,265.5010986328125,0,0,0
,17.669474040649412,265.5010986328125,0,0,0
,17.670474787390138,265.5010986328125,0,0,0
,17.671474934118653,265.5010986328125,0,0,0
,17.672474920837402,265.5010986328125,0,0,0
,17.673474267541504,265.5010986328125,0,0,0
,17.674474334265135,265.5010986328125,0,0,0
,17.675475041003416,265.5010986328125,0,0,0
,17.676474987719725,265.5010986328125,0,0,0
,17.677474974438475,265.5010986328125,0,0,0
,17.678474441149902,265.5010986328125,0,0,0
,17.679475067883299,265.5010986328125,0,0,0
,17.680474574597167,265.5010986328125,0,0,0
,17.681475081323242,265.5010986328125,0,0,0
,17.6824743880249,265.5010986328125,0,0,0
,17.683475214770507,265.5010986328125,0,0,0
,17.684475241491697,265.5010986328125,0,0,0
,17.685474588195799,265.5010986328125,0,0,0
,17.68647525493164,265.5010986328125,0,0,0
,17.687475361657715,265.5010986328125,0,0,0
,17.688475348376464,265.5010986328125,0,0,0
,17.689474575073241,265.5010986328125,0,0,0
,17.690474641796875,265.5010986328125,0,0,0
,17.691475428540038,265.5010986328125,0,0,0
,17.69247481524658,265.5010986328125,0,0,0
,17.693475441979981,265.5010986328125,0,0,0
,17.694474828686523,265.5010986328125,0,0,0
,17.695474935412598,265.5010986328125,0,0,0
,17.696474922131348,265.5010986328125,0,0,0
,17.697475348864746,265.49560546875,0,0,0
,17.69847569559326,265.49560546875,0,0,0
,17.699474962292481,265.49560546875,0,0,0
,17.700475069018555,265.49560546875,0,0,0
,17.70147497573242,265.4901123046875,0,0,0
,17.702474922460937,265.4901123046875,0,0,0
,17.703475829199217,265.4901123046875,0,0,0
,17.704475695922852,265.484619140625,0,0,0
,17.70547584263916,265.484619140625,0,0,0
,17.706475909362791,265.484619140625,0,0,0
,17.707475776086426,265.4791259765625,0,0,0
,17.708475122790528,265.4791259765625,0,0,0
,17.709475229504395,265.4736328125,0,0,0
,17.710475176232908,265.4681396484375,0,0,0
,17.71147536295166,265.4681396484375,0,0,0
,17.712476029687497,265.462646484375,0,0,0
,17.713475296398926,265.4571533203125,0,0,0
,17.714476003137207,265.4571533203125,0,0,0
,17.715476109851075,265.45166015625,0,0,0
,17.716476136572265,265.4461669921875,0,0,0
,17.717476123303221,265.440673828125,0,0,0
,17.718475590002441,265.4351806640625,0,0,0
,17.719475576721191,265.4296875,0,0,0
,17.720476243469239,265.4296875,0,0,0
,17.721476270190429,265.4241943359375,0,0,0
,17.722475656884765,265.418701171875,0,0,0
,17.723476203625488,265.4132080078125,0,0,0
,17.724476310351562,265.40771484375,0,0,0
,17.725476297070312,265.4022216796875,0,0,0
,17.726476243786621,265.396728515625,0,0,0
,17.727476390515136,265.3912353515625,0,0,0
,17.728475657214354,265.3857421875,0,0,0
,17.72947644395752,265.3802490234375,0,0,0
,17.73047647067871,265.374755859375,0,0,0
,17.731475817382812,265.3692626953125,0,0,0
,17.732475844104002,265.3582763671875,0,0,0
,17.733476550842283,265.352783203125,0,0,0
,17.734476537561033,265.3472900390625,0,0,0
,17.735476604284667,265.3363037109375,0,0,0
,17.736475910986329,265.3253173828125,0,0,0
,17.737476657727051,265.3143310546875,0,0,0
,17.7384766444458,265.3033447265625,0,0,0
,17.739475991149902,265.2923583984375,0,0,0
,17.740476097875977,265.2813720703125,0,0,0
,17.741476804614258,265.2703857421875,0,0,0
,17.742476751330564,265.2593994140625,0,0,0
,17.743476618054199,265.2484130859375,0,0,0
,17.744476884777832,265.2374267578125,0,0,0
,17.745476871496582,265.2264404296875,0,0,0
,17.746476858215331,265.220947265625,0,0,0
,17.747476884936521,265.2099609375,0,0,0
,17.748476151635742,265.198974609375,0,0,0
,17.749476938378905,265.1934814453125,0,0,0
,17.750476205078122,265.1824951171875,0,0,0
,17.751477031823729,265.1715087890625,0,0,0
,17.75247705855713,265.1605224609375,0,0,0
,17.753476325280761,265.1495361328125,0,0,0
,17.754476352014159,265.133056640625,0,0,0
,17.755477178784179,265.1220703125,0,0,0
,17.756477085522459,265.1055908203125,0,0,0
,17.75747719226074,265.0946044921875,0,0,0
,17.758477098999023,265.0836181640625,0,0,0
,17.759477285742186,265.067138671875,0,0,0
,17.760476632470702,265.05615234375,0,0,0
,17.761477299230958,265.045166015625,0,0,0
,17.76247724595947,265.0341796875,0,0,0
,17.763477352709959,265.023193359375,0,0,0
,17.76447737944336,265.01220703125,0,0,0
,17.765477566198729,265.001220703125,0,0,0
,17.766477272924803,264.9847412109375,0,0,0
,17.767477339672851,264.96826171875,0,0,0
,17.76847668638916,264.9517822265625,0,0,0
,17.76947751314697,264.9298095703125,0,0,0
,17.770477539892578,264.913330078125,0,0,0
,17.771477566638183,264.8968505859375,0,0,0
,17.772477553369139,264.88037109375,0,0,0
,17.773477660119628,264.869384765625,0,0,0
,17.774477046838378,264.8583984375,0,0,0
,17.775476953576661,264.847412109375,0,0,0
,17.776476940319824,264.8309326171875,0,0,0
,17.777477727075194,264.814453125,0,0,0
,17.77847707380371,264.7979736328125,0,0,0
,17.779477780566406,264.781494140625,0,0,0
,17.780477727294922,264.7650146484375,0,0,0
,17.78147719403076,264.74853515625,0,0,0
,17.782477260766601,264.7320556640625,0,0,0
,17.783477887524413,264.715576171875,0,0,0
,17.784477274243162,264.70458984375,0,0,0
,17.785477941003418,264.6881103515625,0,0,0
,17.786478007751462,264.6771240234375,0,0,0
,17.787477914489745,264.66064453125,0,0,0
,17.788477301208495,264.6441650390625,0,0,0
,17.78947796796875,264.627685546875,0,0,0
,17.790477434692381,264.605712890625,0,0,0
,17.791478101452636,264.583740234375,0,0,0
,17.7924780881958,264.561767578125,0,0,0
,17.793478034936523,264.539794921875,0,0,0
,17.794477461657713,264.5233154296875,0,0,0
,17.795478128417969,264.5123291015625,0,0,0
,17.796477555139159,264.495849609375,0,0,0
,17.79747818189697,264.4793701171875,0,0,0
,17.798478208642578,264.462890625,0,0,0
,17.799477635363768,264.4464111328125,0,0,0
,17.800477662097165,264.4244384765625,0,0,0
,17.801478368859861,264.407958984375,0,0,0
,17.802478395605469,264.385986328125,0,0,0
,17.803477662316894,264.3695068359375,0,0,0
,17.80447836907959,264.35302734375,0,0,0
,17.805478275817869,264.3365478515625,0,0,0
,17.806477862548828,264.320068359375,0,0,0
,17.807477889294432,264.3035888671875,0,0,0
,17.808478476049803,264.287109375,0,0,0
,17.809477982775878,264.26513671875,0,0,0
,17.810478489526368,264.2431640625,0,0,0
,17.811478516271972,264.2156982421875,0,0,0
,17.812478142993164,264.19921875,0,0,0
,17.813477929736326,264.17724609375,0,0,0
,17.814478676489259,264.1607666015625,0,0,0
,17.815478783239744,264.144287109375,0,0,0
,17.81647872996826,264.13330078125,0,0,0
,17.817478756713868,264.111328125,0,0,0
,17.8184780234375,264.0948486328125,0,0,0
,17.819478370190428,264.0728759765625,0,0,0
,17.820478076916505,264.0509033203125,0,0,0
,17.821478823681641,264.034423828125,0,0,0
,17.822478610412595,264.012451171875,0,0,0
,17.823478277148435,263.9959716796875,0,0,0
,17.824478343884277,263.9794921875,0,0,0
,17.82547833062744,263.9630126953125,0,0,0
,17.826478997387696,263.946533203125,0,0,0
,17.827478944116208,263.924560546875,0,0,0
,17.828479050866697,263.902587890625,0,0,0
,17.829478437585447,263.8751220703125,0,0,0
,17.830478464331055,263.8531494140625,0,0,0
,17.831479171093751,263.8311767578125,0,0,0
,17.832478397802735,263.814697265625,0,0,0
,17.833478544555664,263.7982177734375,0,0,0
,17.834479211315916,263.78173828125,0,0,0
,17.835479278051757,263.7652587890625,0,0,0
,17.836478504772948,263.7432861328125,0,0,0
,17.83747861151123,263.7213134765625,0,0,0
,17.838479278271482,263.704833984375,0,0,0
,17.839478584997558,263.682861328125,0,0,0
,17.84047873173828,263.660888671875,0,0,0
,17.84147923848877,263.6444091796875,0,0,0
,17.842478665222167,263.6279296875,0,0,0
,17.843478731958008,263.6114501953125,0,0,0
,17.84447939871826,263.594970703125,0,0,0
,17.845479505456542,263.572998046875,0,0,0
,17.846478732177733,263.551025390625,0,0,0
,17.847479518945313,263.5235595703125,0,0,0
,17.848478945666503,263.5015869140625,0,0,0
,17.84947969243164,263.4796142578125,0,0,0
,17.850479239147948,263.463134765625,0,0,0
,17.851479025891113,263.4466552734375,0,0,0
,17.852479732641601,263.43017578125,0,0,0
,17.853479719384765,263.4136962890625,0,0,0
,17.854479666125489,263.397216796875,0,0,0
,17.855479012854001,263.375244140625,0,0,0
,17.856479239599608,263.353271484375,0,0,0
,17.857479466345215,263.331298828125,0,0,0
,17.858479093066407,263.3148193359375,0,0,0
,17.859479119812011,263.29833984375,0,0,0
,17.860479346557618,263.2818603515625,0,0,0
,17.861479333300782,263.265380859375,0,0,0
,17.862480080053711,263.2489013671875,0,0,0
,17.863479226770018,263.232421875,0,0,0
,17.864480053540039,263.21044921875,0,0,0
,17.865479440258788,263.1884765625,0,0,0
,17.866479306994627,263.1610107421875,0,0,0
,17.867479373742675,263.14453125,0,0,0
,17.868480120495605,263.12255859375,0,0,0
,17.86947994724121,263.1060791015625,0,0,0
,17.870479413964844,263.0950927734375,0,0,0
,17.871480160717773,263.07861328125,0,0,0
,17.872479667443848,263.0621337890625,0,0,0
,17.873479654187012,263.045654296875,0,0,0
,17.874480280944823,263.0291748046875,0,0,0
,17.875479667663573,263.0072021484375,0,0,0
,17.876480374426269,262.99072265625,0,0,0
,17.877479761157225,262.9742431640625,0,0,0
,17.87848010789795,262.957763671875,0,0,0
,17.879479854638671,262.9412841796875,0,0,0
,17.880480521398926,262.9248046875,0,0,0
,17.881479868115232,262.913818359375,0,0,0
,17.882480534875487,262.8973388671875,0,0,0
,17.88348044161377,262.880859375,0,0,0
,17.884479908337401,262.85888671875,0,0,0
,17.885479935083008,262.8369140625,0,0,0
,17.886480641833494,262.81494140625,0,0,0
,17.887480628576661,262.7984619140625,0,0,0
,17.888480615319825,262.7764892578125,0,0,0
,17.889480042041015,262.7655029296875,0,0,0
,17.890480748803711,262.7490234375,0,0,0
,17.891480735546875,262.738037109375,0,0,0
,17.89248004226074,262.7215576171875,0,0,0
,17.893480069006348,262.705078125,0,0,0
,17.894480815759277,262.6885986328125,0,0,0
,17.895480882507325,262.672119140625,0,0,0
,17.896480109228516,262.650146484375,0,0,0
,17.897480855981446,262.6336669921875,0,0,0
,17.898481002734375,262.6171875,0,0,0
,17.899480989465332,262.6007080078125,0,0,0
,17.900480256188963,262.584228515625,0,0,0
,17.901480202929687,262.5732421875,0,0,0
,17.902481069689941,262.5567626953125,0,0,0
,17.903481056433105,262.5457763671875,0,0,0
,17.90448036315918,262.5238037109375,0,0,0
,17.905480389892578,262.50732421875,0,0,0
,17.906480976647948,262.4853515625,0,0,0
,17.907481163391111,262.46337890625,0,0,0
,17.908480670117186,262.44140625,0,0,0
,17.909480576855469,262.4249267578125,0,0,0
,17.910481283618164,262.408447265625,0,0,0
,17.911480630346677,262.3919677734375,0,0,0
,17.912481257104492,262.3809814453125,0,0,0
,17.913481283837889,262.364501953125,0,0,0
,17.914481350585937,262.3480224609375,0,0,0
,17.915481377319335,262.3260498046875,0,0,0
,17.916480604040526,262.3095703125,0,0,0
,17.917481390808106,262.28759765625,0,0,0
,17.918481537548828,262.2711181640625,0,0,0
,17.919481524291992,262.254638671875,0,0,0
,17.920481471020508,262.2381591796875,0,0,0
,17.921481457763672,262.2216796875,0,0,0
,17.922481524511717,262.210693359375,0,0,0
,17.923480871228026,262.1942138671875,0.16891153697483288,0.010632363355624935,-0.10265580532282838
,17.924481577990722,262.1722412109375,0.15949676127177043,0.0094819688635849053,-0.096990134253116297
,17.925480884716794,262.1502685546875,0.150081985568708,0.0083971270905386745,-0.09131481449524477
,17.926481751477048,262.1282958984375,0.14066720986564551,0.0073779098856221756,-0.085630412844084958
,17.927481218200683,262.100830078125,0.12889874023681749,0.0061962753409873315,-0.07851300365276552
,17.928481684948729,262.0843505859375,0.12183765845952066,0.0055366148120079804,-0.074236633515359349
,17.929481071679685,262.0623779296875,0.11242288275645819,0.0047146588670313894,-0.068528391807528954
,17.930481858435058,262.0513916015625,0.10771549490492698,0.0043283783172657943,-0.065671681644182689
,17.931481205163575,262.034912109375,0.10065441312763014,0.0037798473486178237,-0.061383579757338373
,17.932481071899414,262.0184326171875,0.093593331350333306,0.0032684022620625263,-0.057092047329062694
,17.933481858654783,261.9964599609375,0.084178555647270864,0.0026441973480612322,-0.051365082876197572
,17.934481125378419,261.97998046875,0.077117473869974029,0.0022193576607649874,-0.047066480149750442
,17.935481912145995,261.9580078125,0.067702698166911573,0.0017106868167302398,-0.041330961100072727
,17.936481898876952,261.93603515625,0.058287922463849132,0.0012680832401281621,-0.035591337530489625
,17.937481285607909,261.9195556640625,0.051226840686552304,0.00097950498944691239,-0.031284269350898793
,17.938481952355957,261.903076171875,0.044165758909255462,0.00072811688890179322,-0.026975453878756783
,17.939481259082029,261.8865966796875,0.037104677131958634,0.00051392829749425848,-0.022665131854742705
,17.940482125842284,261.8701171875,0.030043595354661799,0.00033694718915953557,-0.018353544066273771
,17.941482032580566,261.8536376953125,0.022982513577364964,0.0001971801525439909,-0.014040931340034897
,17.942481419311523,261.837158203125,0.01592143180006813,9.463239082117307e-05,-0.0097275345345073389
,17.94348144604492,261.815185546875,0.0065066560970056843,1.5805090346081255e-05,-0.0039755354581322731
,17.944482152807616,261.7877197265625,-0.0052618135318223732,1.0336001872354907e-05,0.0032149514529711742
,17.94548217955322,261.7657470703125,-0.014676589234884818,8.0413113688580648e-05,0.0089670354719805813
,17.946482126293944,261.7437744140625,-0.024091364937947262,0.00021666539345393041,0.014718229310065421
,17.947481433007813,261.7218017578125,-0.033506140641009707,0.00041908382380174161,0.02046796198701421
,17.948481619750975,261.705322265625,-0.040567222418306549,0.0006143112886643204,0.024778959172005788
,17.949481606494139,261.6888427734375,-0.047628304195603377,0.00084674249950210465,0.029088572512157147
,17.950482313256835,261.67236328125,-0.054689385972900219,0.0011163688031542091,0.033396561242036681
,17.951482059985352,261.6558837890625,-0.061750467750197047,0.001423180161516829,0.037702684646613707
,17.952482246728515,261.6339111328125,-0.071165243453259489,0.0018900854486547133,0.043440864960863926
,17.953482313476563,261.617431640625,-0.078226325230556337,0.0022836151201635988,0.047741700164776919
,17.954481780200194,261.595458984375,-0.087641100933618765,0.0028660944328928344,0.053471956494626195
,17.955481846948242,261.573486328125,-0.097055876636681221,0.003514564532911863,0.059196901232847265
,17.956481713684081,261.5570068359375,-0.10411695841397804,0.0040441979027393462,0.063486781433239436
